munid,name,scan_date,status,error,target_url
HURON SHORES M,HURON SHORES,2026-04-27,scanned_pdf,,https://huronshores.ca/wp-content/uploads/2024/05/24-12-Recreation-Vehicle-License-Application-Schedule-B-Fillable.pdf
IGNACE TP,IGNACE,2026-04-27,scanned_html,,https://ignace.civicweb.net/Portal/
INGERSOLL T,INGERSOLL,2026-04-27,scanned_html,,https://ingersoll.civicweb.net/Portal/
INNISFIL T,INNISFIL,2026-04-27,error,404 Client Error: Not Found for url: https://www.innisfil.ca/en/building-and-development/resources/Fence-By-law-052-05-as-amended.pdf,https://innisfil.ca/en/building-and-development/resources/Fence-By-law-052-05-as-amended.pdf
IROQUOIS FALLS T,IROQUOIS FALLS,2026-04-27,scanned_pdf,,"https://iroquoisfalls.civicweb.net/filepro/document/9749/4. Minutes - Regular Meeting - August 29, 2022.pdf"
JAMES TP,JAMES,2026-04-27,scanned_pdf,,https://elklake.ca/vertical/sites/%7B698232A1-8BB9-4776-8A5C-60DC366E3EE9%7D/uploads/Dec11-24_Agenda.pdf
JOCELYN TP,JOCELYN,2026-04-27,scanned_pdf,,https://jocelyn.ca/wp-content/uploads/2025/12/October-8-2025-Meeting-Minutes.pdf
JOHNSON TP,JOHNSON,2026-04-27,no_url_in_registry,,
JOLY TP,JOLY,2026-04-27,scanned_pdf,,https://townshipofjoly.com/uploads/Agenda%20-  Almaguin Highlands OPP Detachment Board September 10 2025.pdf
KAPUSKASING T,KAPUSKASING,2026-04-27,scanned_html,,https://kapuskasing.civicweb.net/Portal/
KAWARTHA LAKES C,KAWARTHA LAKES,2026-04-27,scanned_pdf,,https://pub-kawarthalakes.escribemeetings.com/FileStream.ashx?DocumentId=89894
KEARNEY TP,KEARNEY,2026-04-27,scanned_pdf,,https://www.townofkearney.ca/sites/6/files/2024-04/Application%20to%20Purchase%20Shore%20Road%20Allowance.pdf
KENORA C,KENORA,2026-04-27,scanned_pdf,,https://pub-kenora.escribemeetings.com:443/FileStream.ashx?DocumentId=4008
KERNS TP,KERNS,2026-04-27,error,404 Client Error: Not Found for url: https://kerns.ca/council-minutes/,https://kerns.ca/council-minutes/
KILLALOE HAGARTY AND RICHARDS TP,KILLALOE HAGARTY AND RICHARDS,2026-04-27,scanned_pdf,,https://www.killaloe-hagarty-richards.ca/sites/25/files/2026-04/April%207%202026%20Regular%20Meeting%20Minutes.pdf
KILLARNEY M,KILLARNEY,2026-04-27,scanned_html,,https://www.killarney.ca/p/meeting-minutes#downloadOurApp
KINCARDINE M,KINCARDINE,2026-04-27,scanned_html,,https://pub-kincardine.escribemeetings.com/
KING TP,KING,2026-04-27,scanned_html,,https://king.civicweb.net/Portal/
KINGSTON C,KINGSTON,2026-04-27,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B201AB3B10>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
KINGSVILLE TP,KINGSVILLE,2026-04-27,scanned_pdf,,https://kingsville-pub.escribemeetings.com/FileStream.ashx?DocumentId=36870
KIRKLAND LAKE TP,KIRKLAND LAKE,2026-04-27,scanned_html,,https://kirklandlake.civicweb.net/document/62211
KITCHENER C,KITCHENER,2026-04-27,scanned_html,,https://pub-kitchener.escribemeetings.com/FileStream.ashx?DocumentId=35223
LA VALLEE TP,LA VALLEE,2026-04-27,scanned_pdf,,https://lavallee.ca/wp-content/uploads/2026/04/Agenda-April-8-2026.pdf
LAIRD TP,LAIRD,2026-04-27,scanned_pdf,,https://lairdtownship.ca/wp-content/uploads/2026/04/04-April-16-2026-Regular-Agenda-55.pdf
LAKE OF BAYS TP,LAKE OF BAYS,2026-04-27,scanned_pdf,,https://lakeofbays.civicweb.net/FileStorage/3F43A62274C14A4895FDD5DBF286313B-2025-11-11%20Ombudsmans%20Closed%20Session%20Report.pdf
LAKE OF THE WOODS TP,LAKE OF THE WOODS,2026-04-27,scanned_pdf,,https://www.lakeofthewoods.ca/wp-content/uploads/2012/10/LOW-council-minute-December-2-2014.pdf
LAKESHORE M,LAKESHORE,2026-04-27,scanned_html,,https://pub-lakeshore.escribemeetings.com/
LAMBTON SHORES M,LAMBTON SHORES,2026-04-27,scanned_html,,https://pub-lambtonshores.escribemeetings.com/
LANARK HIGHLANDS TP,LANARK HIGHLANDS,2026-04-27,scanned_pdf,,https://pub-lanarkhighlands.escribemeetings.com/FileStream.ashx?DocumentId=14163
LARDER LAKE TP,LARDER LAKE,2026-04-27,scanned_pdf,,https://www.larderlake.ca/wp-content/uploads/2022/03/Delegation-Request-Form.pdf
LASALLE TP,LASALLE,2026-04-27,scanned_pdf,,https://pub-lasalle.escribemeetings.com/FileStream.ashx?DocumentId=28046
LATCHFORD TP,LATCHFORD,2026-04-27,error,404 Client Error: Not Found for url: https://www.latchford.ca/budget.pdf,http://www.latchford.ca/budget.pdf
LAURENTIAN HILLS TP,LAURENTIAN HILLS,2026-04-27,error,"HTTPSConnectionPool(host='laurentianhills.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B1A2B4CE90>: Failed to resolve 'laurentianhills.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://laurentianhills.civicweb.net/Portal/
LAURENTIAN VALLEY TP,LAURENTIAN VALLEY,2026-04-27,error,"HTTPSConnectionPool(host='laurentianvalley.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B20B1FC950>: Failed to resolve 'laurentianvalley.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://laurentianvalley.civicweb.net/Portal/
LEAMINGTON M,LEAMINGTON,2026-04-27,scanned_html,,https://www.leamington.ca/en/discover/community-calendar.aspx?_mid_=5367
LEEDS AND THE THOUSAND ISLANDS TP,LEEDS AND THE THOUSAND ISLANDS,2026-04-27,scanned_pdf,,https://pub-leeds1000islands.escribemeetings.com/FileStream.ashx?DocumentId=12435
LIMERICK TP,LIMERICK,2026-04-27,scanned_html,,https://limerick.civicweb.net/Portal/
LINCOLN TP,LINCOLN,2026-04-27,scanned_html,,https://pub-lincolncity.escribemeetings.com/FileStream.ashx?DocumentId=3698
LONDON C,LONDON,2026-04-27,scanned_pdf,,https://pub-london.escribemeetings.com/FileStream.ashx?DocumentId=123274
LOYALIST TP,LOYALIST,2026-04-27,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B19EE16510>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
LUCAN BIDDULPH TP,LUCAN BIDDULPH,2026-04-27,scanned_pdf,,https://www.lucanbiddulph.on.ca/sites/default/files/2026-01/2025%20Year%20in%20Review.pdf
MACDONALD MEREDITH AND ABERDEEN ADDL TP,MACDONALD MEREDITH AND ABERDEEN ADDL,2026-04-27,scanned_pdf,,https://echobay.ca/wp-content/uploads/2025/04/December-16-2025-Agenda.pdf
MACHAR TP,MACHAR,2026-04-27,scanned_pdf,,https://www.townshipofmachar.ca/uploads/agenda-apr-13-2026.pdf
MACHIN M,MACHIN,2026-04-27,error,404 Client Error: Not Found for url: https://visitmachin.com/council/minutes/,https://visitmachin.com/council/minutes/
MADAWASKA VALLEY TP,MADAWASKA VALLEY,2026-04-27,error,404 Client Error: Not Found for url: https://www.madawaskavalley.ca/deptdocs/Madawaska%20Valley%20-%20The%20Path%20Forward%202015-2019%20Strategic%20Plan.pdf,http://www.madawaskavalley.ca/deptdocs/Madawaska%20Valley%20-%20The%20Path%20Forward%202015-2019%20Strategic%20Plan.pdf
munid,municipality_name,2026-04-27,scanned_pdf,,https://www.porthope.ca/en/your-municipal-government/2026%20Council%20and%20Committee%20Calendar.pdf
MADOC TP,MADOC,2026-04-27,scanned_html,,https://madoc.civicweb.net/Portal/
MAGNETAWAN M,MAGNETAWAN,2026-04-27,scanned_pdf,,https://magnetawan.com/content/government/agendas-minutes/04-15-2026-agenda-1.pdf
MALAHIDE TP,MALAHIDE,2026-04-27,error,400 Client Error: Bad Request for url: https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.malahide.ca%2Fpublic%2Fdownload%2Ffiles%2F337580&h=AT48E37cYMWjsLMC2uMIrLGdHrB2TGvvedypdDDqa-D75tu1YDHgWTnF94KNBtRYz-YiDcjYBm5OQWaoYTse3AQ4fBXcW9Koyd1Xxpst_d9BpYulNfI1JQ1qAPWDpZRIvy5RbbHksCLGeFEdWKpa0quYMLFvJVW5&__tn__=-UK-R&c%5B0%5D=AT5NzFCVlVfxj93kotkTDk-SMydWyaVf6Wy-lWAtyGFoJ6W4r1WFJ5A1jsMsSKFzLG5y3_aJcg4Qs-MsZYp4AExnwpB7ZGs3dNgr6KSMIchpsSbkcUxRStJlnog3srOwxBvzYMSHgSUESsYLuiCKs46w65gRqM0kWjG5Fr0Rd9ERtXZkVE02G-VavoHQhNk,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.malahide.ca%2Fpublic%2Fdownload%2Ffiles%2F337580&h=AT48E37cYMWjsLMC2uMIrLGdHrB2TGvvedypdDDqa-D75tu1YDHgWTnF94KNBtRYz-YiDcjYBm5OQWaoYTse3AQ4fBXcW9Koyd1Xxpst_d9BpYulNfI1JQ1qAPWDpZRIvy5RbbHksCLGeFEdWKpa0quYMLFvJVW5&__tn__=-UK-R&c[0]=AT5NzFCVlVfxj93kotkTDk-SMydWyaVf6Wy-lWAtyGFoJ6W4r1WFJ5A1jsMsSKFzLG5y3_aJcg4Qs-MsZYp4AExnwpB7ZGs3dNgr6KSMIchpsSbkcUxRStJlnog3srOwxBvzYMSHgSUESsYLuiCKs46w65gRqM0kWjG5Fr0Rd9ERtXZkVE02G-VavoHQhNk
MANITOUWADGE TP,MANITOUWADGE,2026-04-27,scanned_html,,https://manitouwadge.civicweb.net/Portal/
MAPLETON TP,MAPLETON,2026-04-27,error,404 Client Error: Not Found for url: https://www.mapleton.ca/content/township-services/council/delegation-request-1.pdf,https://mapleton.ca/content/township-services/council/delegation-request-1.pdf
MARATHON TP,MARATHON,2026-04-27,error,404 Client Error: Not Found for url: https://www.marathon.ca/en/town-hall/council-meetings.aspx,https://www.marathon.ca/en/town-hall/council-meetings.aspx
MARKHAM C,MARKHAM,2026-04-27,scanned_pdf,,https://pub-markham.escribemeetings.com/FileStream.ashx?DocumentId=112741
MARKSTAY WARREN M,MARKSTAY WARREN,2026-04-27,scanned_html,,https://markstay-warren.civicweb.net/Portal/
MARMORA AND LAKE M,MARMORA AND LAKE,2026-04-27,scanned_html,,https://marmoraandlake.civicweb.net/Portal/
MATTAWA TP,MATTAWA,2026-04-27,scanned_pdf,,https://mattawa.ca/uploads/april-20-agenda-package.pdf
MATTAWAN M,MATTAWAN,2026-04-27,error,"HTTPConnectionPool(host='23060801-draftagendajune8.pdf', port=80): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x000001B2A51AB710>: Failed to resolve '23060801-draftagendajune8.pdf' ([Errno 11001] getaddrinfo failed)""))",http://23060801-DraftagendaJune8.pdf
MATTICE VAL C T TP,MATTICE VAL COTE,2026-04-27,scanned_pdf,,https://www.matticevalcote.ca/en/_files/ugd/93a5a9_bb610be2bd0f4a1f9a60d2ec9b2fae45.pdf
MCDOUGALL TP,MCDOUGALL,2026-04-27,error,"HTTPSConnectionPool(host='mcdougall.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B1F5A592D0>: Failed to resolve 'mcdougall.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://mcdougall.civicweb.net/Portal/
MCGARRY TP,MCGARRY,2026-04-27,scanned_html,,https://www.mcgarry.ca/community-calendar
MCKELLAR TP,MCKELLAR,2026-04-27,scanned_pdf,,https://calendar.mckellar.ca/default/Download?StartDate=04/01/2026&EndDate=04/30/2026
MCMURRICH MONTEITH TP,MCMURRICH MONTEITH,2026-04-27,scanned_pdf,,https://irp.cdn-website.com/af131183/files/uploaded/Agenda+Package+-+January+20-+2026+Items+1-+9.pdf
MCNAB BRAESIDE TP,MCNAB BRAESIDE,2026-04-27,scanned_pdf,,http://www.mcnabbraeside.com/userfiles/file/municipal-information/information/200942992143.pdf
MEAFORD M,MEAFORD,2026-04-27,scanned_pdf,,https://meaford.civicweb.net/document/187422/2025-28%20-%20To%20Establish%20the%20Heritage%20Advisory%20Committee%20(Updated%20Terms%20of%20Reference).pdf
MELANCTHON TP,MELANCTHON,2026-04-27,scanned_pdf,,https://melancthontownship.ca/wp-content/uploads/2016/11/commissioner-for-taking-oaths.pdf
MERRICKVILLE WOLFORD TP,MERRICKVILLE WOLFORD,2026-04-27,error,404 Client Error: Not Found for url: https://www.merrickville-wolford.ca/governance/agendas-minutes/2024-minutes/council-2/2418-dec-9-council-minutes-1/file,https://www.merrickville-wolford.ca/governance/agendas-minutes/2024-minutes/council-2/2418-dec-9-council-minutes-1/file
MIDDLESEX CENTRE M,MIDDLESEX CENTRE,2026-04-27,scanned_html,,https://pub-middlesexcentre.escribemeetings.com/
MIDLAND TP,MIDLAND,2026-04-27,scanned_pdf,,https://www.midland.ca/media/lrsfx3ag/procedure-bylaw.pdf
MILTON TP,MILTON,2026-04-27,scanned_html,,https://pub-milton.escribemeetings.com/
MINDEN HILLS TP,MINDEN HILLS,2026-04-27,scanned_html,,https://mindenhills.civicweb.net/Portal/
MINTO TP,MINTO,2026-04-27,error,404 Client Error: Not Found for url: https://www.town.minto.on.ca/town-hall/council/council-agenda-minutes,https://town.minto.on.ca/town-hall/council/council-agenda-minutes
MISSISSAUGA C,MISSISSAUGA,2026-04-27,scanned_html,,https://www.mississauga.ca/events-and-attractions/events-calendar/
MISSISSIPPI MILLS M,MISSISSIPPI MILLS,2026-04-27,scanned_pdf,,https://www.mississippimills.ca/media/b4wlpeka/council-agenda-jan-14-20.pdf
MONO TP,MONO,2026-04-27,scanned_pdf,,"https://mono.civicweb.net/FileStorage/A23802FCE2124A4A8199667B861B919B-Motion%20by%20Mayor%20Creelman,%20Hwy%20Highway%2010%20and%20Count.pdf"
MONTAGUE TP,MONTAGUE,2026-04-27,scanned_pdf,,https://montague.civicweb.net/FileStorage/590C82F69BAB4DD2BC8EB1448FA158FC-KPMG%20Audit%20Findings.pdf
MOONBEAM TP,MOONBEAM,2026-04-27,scanned_pdf,,https://vplus-documents.s3.ca-central-1.amazonaws.com/moonbeam/_publication/fichiers/Calendrier%20des%20runions%20du%20conseil%20municipal_2026(1).pdf
MOOSONEE TP,MOOSONEE,2026-04-27,scanned_pdf,,https://www.moosonee.ca/wp-content/uploads/2026/04/Regular-Council-Meeting-AGENDA-PACKAGE.pdf
MORLEY TP,MORLEY,2026-04-27,scanned_pdf,,https://townshipofmorley.ca/wp-content/uploads/2025/02/1.-JAN.-13-2025.pdf
MORRIS TURNBERRY M,MORRIS TURNBERRY,2026-04-27,scanned_pdf,,https://morristurnberry.ca/content/government/2022-municipal-election/results-3.pdf
MULMUR TP,MULMUR,2026-04-27,scanned_pdf,,https://mulmur.ca/content/town-hall/agendas-minutes/mansfield-parks-advisory-committee/2026-03-10-parks-minutes.pdf
MUSKOKA LAKES TP,MUSKOKA LAKES,2026-04-27,scanned_html,,https://muskokalakes.civicweb.net/Portal/
NAIRN AND HYMAN TP,NAIRN AND HYMAN,2026-04-27,scanned_pdf,,https://nairncentre.ca/wp-content/uploads/2026/02/Revised-Building-Permit-Application-Nairn.pdf
NEEBING M,NEEBING,2026-04-27,error,404 Client Error: Not Found for url: https://www.neebing.org/en/your-local-government/resources/By-Laws-and-Policies/2019-007-amd-procedure-bylaw.pdf,https://www.neebing.org/en/your-local-government/resources/By-Laws-and-Policies/2019-007-amd-procedure-bylaw.pdf
NEW TECUMSETH TP,NEW TECUMSETH,2026-04-27,error,404 Client Error: Not Found for url: https://newtecumseth.civicweb.net/document/99201/,https://newtecumseth.civicweb.net/document/99201
NEWBURY TP,NEWBURY,2026-04-27,error,404 Client Error: Not Found for url: https://www.thecounty.ca/wp-content/uploads/2025/07/Statutory-and-Advisory-Boards-and-Committees-2026-Meeting-Schedule-revised-2026-03-06.pdf,https://www.thecounty.ca/wp-content/uploads/2025/07/Statutory-and-Advisory-Boards-and-Committees-2026-Meeting-Schedule-revised-2026-03-06.pdf
NEWMARKET TP,NEWMARKET,2026-04-27,error,404 Client Error: Not Found for url: https://pub-newmarket.escribemeetings.com/FileStream.ashx?DocumentId=56099,https://pub-newmarket.escribemeetings.com/FileStream.ashx?DocumentId=56099
NIAGARA FALLS C,NIAGARA FALLS,2026-04-27,scanned_pdf,,https://pub-niagararegion.escribemeetings.com/FileStream.ashx?DocumentId=48418
NIAGARA ON THE LAKE TP,NIAGARA ON THE LAKE,2026-04-27,scanned_pdf,,https://www.notl.com/sites/default/files/2025-11/2026%20Meeting%20Schedule_2.pdf
NIPIGON TP,NIPIGON,2026-04-27,scanned_pdf,,https://www.nipigon.net/images/Audio-Video_Recording_Policy.pdf
NIPISSING TP,NIPISSING,2026-04-27,scanned_pdf,,https://nipissingtownship.com/wp-content/uploads/2026/04/2025-12-31-Township-of-Nipissing-FS.pdf
NORFOLK,NORFOLK,2026-04-27,scanned_html,,https://pub-norfolkcounty.escribemeetings.com/
NORTH ALGONA WILBERFORCE TP,NORTH ALGONA WILBERFORCE,2026-04-27,error,404 Client Error: Not Found for url: http://nalgonawil.com/wp-content/uploads/2024/12/Minutes-Dec-19-2024.pdf,http://nalgonawil.com/wp-content/uploads/2024/12/Minutes-Dec-19-2024.pdf
NORTH BAY C,NORTH BAY,2026-04-27,scanned_pdf,,https://pub-northbay.escribemeetings.com/FileStream.ashx?DocumentId=38613
NORTH DUMFRIES TP,NORTH DUMFRIES,2026-04-27,scanned_pdf,,https://www.northdumfries.ca/media/pogmpd0h/2025-08-21-heritage-advisory-committee-terms-of-reference.pdf
NORTH DUNDAS TP,NORTH DUNDAS,2026-04-27,scanned_html,,https://pub-northdundas.escribemeetings.com/
NORTH FRONTENAC TP,NORTH FRONTENAC,2026-04-27,scanned_html,,https://northfrontenac.civicweb.net/Portal/
NORTH GLENGARRY TP,NORTH GLENGARRY,2026-04-27,scanned_pdf,,https://www.northglengarry.ca/media/ac3i0itr/2020-12-14-council-a.pdf
NORTH GRENVILLE M,NORTH GRENVILLE,2026-04-27,scanned_html,,https://www.northgrenville.ca/community-and-culture/resources/community-events
NORTH HURON TP,NORTH HURON,2026-04-27,scanned_pdf,,https://calendar.northhuron.ca/default/Download?_mid_=78865&StartDate=04/01/2026&EndDate=04/30/2026
NORTH KAWARTHA TP,NORTH KAWARTHA,2026-04-27,scanned_pdf,,https://www.northkawartha.ca/media/jjmh4eqx/by-law_2025-0050-procedure-by-law.pdf
NORTH MIDDLESEX M,NORTH MIDDLESEX,2026-04-27,scanned_pdf,,https://pub-northmiddlesex.escribemeetings.com:443/FileStream.ashx?DocumentId=19463
NORTH PERTH M,NORTH PERTH,2026-04-27,scanned_pdf,,https://www.northperth.ca/media/izgb15tg/agenda-package-dei-advisory-committee_nov18_2025.pdf
NORTH STORMONT TP,NORTH STORMONT,2026-04-27,error,"HTTPSConnectionPool(host='stclair.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B2DCAE8110>: Failed to resolve 'stclair.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://stclair.civicweb.net/Portal/
NORTHEASTERN MANITOULIN AND THE ISLANDS TP,NORTHEASTERN MANITOULIN AND THE ISLANDS,2026-04-27,scanned_html,,https://www.townofnemi.on.ca/p/downloads-documents
NORTHERN BRUCE PENINSULA M,NORTHERN BRUCE PENINSULA,2026-04-27,scanned_html,,https://northernbrucepeninsula.civicweb.net/Portal/
NORWICH TP,NORWICH,2026-04-27,scanned_pdf,,"https://norwich.civicweb.net/FileStorage/8168EB35A78B4B3288615EA2023E5B8E-Minutes%20-%20September%2023,%202025%20-A.pdf"
O TMCONNOR TP,O'CONNOR,2026-04-27,scanned_pdf,,https://www.oconnortownship.ca/wp-content/uploads/August-10-2020-a.pdf
OAKVILLE TP,OAKVILLE,2026-04-27,scanned_pdf,,https://pub-oakville.escribemeetings.com/FileStream.ashx?DocumentId=97282
OIL SPRINGS TP,OIL SPRINGS,2026-04-27,scanned_pdf,,http://calendar.oilsprings.ca/meetings/Download?StartDate=04/01/2026&EndDate=04/30/2026
OLIVER PAIPOONGE M,OLIVER PAIPOONGE,2026-04-27,scanned_html,,https://oliverpaipoonge.civicweb.net/Portal/
OPASATIKA TP,OPASATIKA,2026-04-27,scanned_pdf,,https://www.opasatika.net/en/_files/ugd/3e1323_d04e03980ca5421d907f59631ba0a8db.pdf
ORANGEVILLE TP,ORANGEVILLE,2026-04-27,scanned_pdf,,https://www.orangeville.ca/en/doing-business/resources/Documents/Procurement Policy 2023 Final.pdf
ORILLIA C,ORILLIA,2026-04-27,scanned_html,,https://orillia.civicweb.net/Portal/
ORO MEDONTE TP,ORO MEDONTE,2026-04-27,scanned_pdf,,https://oromedonte-003-ca.govstack.com/media/bihjfxvl/council-meeting-request-form.pdf
OSHAWA C,OSHAWA,2026-04-27,error,404 Client Error: Not Found for url: https://www.oshawa.ca/en/Document-Feeds/By-law-Library/Transporation-and-Parking/RegulateSkateboardsandBicyclesBy-law78-91.pdf,https://www.oshawa.ca/en/Document-Feeds/By-law-Library/Transporation-and-Parking/RegulateSkateboardsandBicyclesBy-law78-91.pdf
OTONABEE SOUTH MONAGHAN TP,OTONABEE SOUTH MONAGHAN,2026-04-27,error,"HTTPSConnectionPool(host='otonabee.civicweb.net', port=443): Max retries exceeded with url: /document/32200 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B1BAA607D0>: Failed to resolve 'otonabee.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://otonabee.civicweb.net/document/32200
OTTAWA C,OTTAWA,2026-04-27,scanned_html,,https://pub-ottawa.escribemeetings.com/
OWEN SOUND C,OWEN SOUND,2026-04-27,scanned_pdf,,https://www.unicef.ca/sites/default/files/2024-01/UNICEF_Canada_Policy_Brief_CCB_Supplement.pdf
PAPINEAU CAMERON TP,PAPINEAU CAMERON,2026-04-27,scanned_pdf,,http://papineaucameron.ca/wp-content/uploads/2021/08/Cameron-OP-2021-07-04-Land-Use-Map.pdf
PARRY SOUND TP,PARRY SOUND,2026-04-27,scanned_pdf,,https://callander.civicweb.net/FileStorage/9634772F2E694BCFAAB36540CE976A41-WRLC%20November%2013%202025%20Meeting%20Minutes.pdf
PELEE TP,PELEE,2026-04-27,scanned_pdf,,https://www.pelee.org/wp-content/uploads/2026/04/4A-Regular-Council-minutes-March-10-2026.pdf
PELHAM TP,PELHAM,2026-04-27,error,"HTTPSConnectionPool(host='pelham.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B2914ED510>: Failed to resolve 'pelham.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://pelham.civicweb.net/Portal/
PEMBROKE C,PEMBROKE,2026-04-27,scanned_pdf,,http://calendar.pembroke.ca/default/Download?StartDate=04/01/2026&EndDate=04/30/2026
PENETANGUISHENE TP,PENETANGUISHENE,2026-04-27,scanned_pdf,,https://penetanguishene.civicweb.net/filepro/document/310224/Special Council - 28 Sep 2022 - Minutes - Pdf.pdf
PERRY TP,PERRY,2026-04-27,scanned_pdf,,https://townshipofperry.ca/wp-content/uploads/2026/04/2026-04-15-Agenda-Cover.pdf
PERTH EAST TP,PERTH EAST,2026-04-27,error,"HTTPSConnectionPool(host='pertheast.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B18AF54BD0>: Failed to resolve 'pertheast.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://pertheast.civicweb.net/Portal/
PERTH SOUTH TP,PERTH SOUTH,2026-04-27,error,"HTTPSConnectionPool(host='pertheast.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B1A1D14650>: Failed to resolve 'pertheast.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://pertheast.civicweb.net/Portal/
PERTH TP,PERTH,2026-04-27,error,"HTTPSConnectionPool(host='pertheast.civicweb.net', port=443): Max retries exceeded with url: /Portal/ (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B29162C790>: Failed to resolve 'pertheast.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://pertheast.civicweb.net/Portal/
PETAWAWA TP,PETAWAWA,2026-04-27,error,"HTTPSConnectionPool(host='petawawa.civicweb.net', port=443): Max retries exceeded with url: /document/61000 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B29234BFD0>: Failed to resolve 'petawawa.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://petawawa.civicweb.net/document/61000
PETERBOROUGH C,PETERBOROUGH,2026-04-27,scanned_html,,https://pub-peterborough.escribemeetings.com/
PETROLIA TP,PETROLIA,2026-04-27,scanned_html,,https://petrolia.civicweb.net/Portal/
PICKERING C,PICKERING,2026-04-27,scanned_pdf,,https://pub-pickering.escribemeetings.com/FileStream.ashx?DocumentId=4601
PICKLE LAKE TP,PICKLE LAKE,2026-04-27,scanned_pdf,,https://picklelake.ca/wp-content/uploads/2026/04/2026.04.14-Agenda-Regular-Meeting-of-Council.pdf
PLUMMER ADDITIONAL TP,PLUMMER ADDITIONAL,2026-04-27,scanned_pdf,,https://plummertownship.ca/wp-content/uploads/2026/04/Agenda-2026-04-15.pdf
PLYMPTON WYOMING TP,PLYMPTON WYOMING,2026-04-27,error,"HTTPSConnectionPool(host='plymptonwyoming.civicweb.net', port=443): Max retries exceeded with url: /document/32001 (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x000001B1C8111490>: Failed to resolve 'plymptonwyoming.civicweb.net' ([Errno 11001] getaddrinfo failed)""))",https://plymptonwyoming.civicweb.net/document/32001
POINT EDWARD TP,POINT EDWARD,2026-04-27,error,404 Client Error: Not Found for url: https://www.thecounty.ca/wp-content/uploads/2025/07/Statutory-and-Advisory-Boards-and-Committees-2026-Meeting-Schedule-revised-2026-03-06.pdf,https://www.thecounty.ca/wp-content/uploads/2025/07/Statutory-and-Advisory-Boards-and-Committees-2026-Meeting-Schedule-revised-2026-03-06.pdf
PORT COLBORNE C,PORT COLBORNE,2026-04-27,scanned_html,,https://pub-portcolborne.escribemeetings.com/
PORT HOPE M,PORT HOPE,2026-04-27,error,404 Client Error: Not Found for url: https://www.porthope.ca/en/your-municipal-government/resources/By-Laws/By-Laws/_Frequently-Requested-By-Laws/By-law%2080-2024%20-%20Procedural%20By-law.pdf,https://www.porthope.ca/en/your-municipal-government/resources/By-Laws/By-Laws/_Frequently-Requested-By-Laws/By-law%2080-2024%20-%20Procedural%20By-law.pdf
POWASSAN M,POWASSAN,2026-04-27,scanned_pdf,,https://www.powassan.net/Uploads/Documents/MunicipalServices/Council/2023 Council Remuneration.pdf
PRESCOTT TP,PRESCOTT,2026-04-27,error,404 Client Error: Not Found for url: https://www.prescott.ca/government/agendas-minutes/,https://prescott.ca/government/agendas-minutes/
